27.05,5.88,BWh
-15.84,14.56,BSh
-17.29,20.67,BSh
-14.55,49.01,Cfb
67.82,-67.66,ET
22.76,6.46,BWh
10.23,22.74,BSh
32.07,4.45,BWh
0.66,34.07,Am
13.27,37.74,Aw
11.95,2.07,Aw
21.73,11.33,BWh
-11.45,29.63,Cwa
-13.65,30.59,Aw
12.68,-4.58,Aw
71.49,-23.1,ET
26.07,-13.8,BWh
18.47,7.67,BWh
7.14,33.09,Aw
14.8,17.24,BWh
-22.07,47.5,Af
1.78,32.19,Aw
10.27,11.63,Aw
-11.13,16.11,Cwb
10.6,-5.79,Aw
-2.04,37.25,BSh
36.37,-119.37,BSk
-22.49,26.76,BSh
25.8,-9.4,BWh
-26.93,20.62,BWh
21.78,-16.36,BWh
-19.18,44.8,Aw
-28.26,31.4,Cfb
19.14,-5.21,BWh
-16.14,33.83,BSh
13.23,-13.42,Aw
10.64,-9.59,Aw
61.51,-142.48,ET
33.84,10.46,BWh
20.89,3.31,BWh
-6.56,24.71,Aw
18.97,31.99,BWh
29.75,19.89,BWh
-15.42,24.49,Cwa
11.62,-1.94,Aw
-1.52,14.85,Am
7.31,7.71,Aw
6.3,42.56,BWh
1.22,10.14,Am
15.5,-4.2,BWh
27.84,-0.67,BWh
9.01,17.58,Aw
-6.63,18.61,Aw
30.58,28.64,BWh
-21.03,16.27,BWk
6.7,23.16,Aw
16.8,37.41,BWh
-24.25,15.0,BWk
57.31,-101.98,Dfc
25.16,18.36,BWh
23.96,12.1,BWh
-30.02,18.15,BSk
-10.08,24.14,Aw
34.42,-4.0,Csa
-12.06,18.75,Cwb
17.23,2.33,BWh
12.01,26.92,BSh
-9.8,33.73,Aw
69.05,-122.54,ET
42.96,-97.8,Dfa
11.09,37.61,Aw
21.44,23.57,BWh
31.96,0.24,BWh
-20.38,32.32,BSh
13.61,23.35,BSh
-15.84,12.59,BWh
9.92,4.15,Aw
-20.21,25.15,BSh
-2.07,20.39,Af
32.85,-2.29,BSk
53.18,-85.64,Dfc
-13.21,38.85,Aw
-2.33,11.99,Aw
21.12,31.35,BWh
29.36,-5.35,BWh
-9.16,14.26,BSh
-25.83,29.95,Cwb
9.14,19.96,Aw
-11.49,20.93,Aw
23.71,-12.62,BWh
17.24,-2.14,BWh
-12.92,34.51,Aw
5.73,-8.78,Am
8.01,47.98,BWh
-7.41,16.2,Aw
31.67,10.05,BWh
0.4,28.53,Af
28.13,10.85,BWh
7.8,35.94,Cfb
-27.06,26.48,BSk
-20.68,34.64,Aw
64.89,-86.41,ET
27.94,12.81,BWh
25.48,10.23,BWh
4.52,13.96,Aw
20.28,-3.77,BWh
-19.6,13.67,BWk
15.4,35.41,BWh
36.0,5.32,Csa
19.46,5.74,BWh
34.63,2.42,BSk
19.02,-11.2,BWh
7.93,-4.16,Aw
-1.9,33.24,Aw
-24.74,32.91,BSh
-3.2,30.5,Aw
8.63,-7.54,Aw
9.88,8.62,Aw
27.63,3.27,BWh
9.42,13.94,Aw
12.99,6.5,BSh
49.5,-100.66,Dfb
25.3,32.15,BWh
2.65,41.51,BWh
1.7,37.0,BSh
-16.84,45.09,Aw
12.74,32.35,BWh
28.7,7.12,BWh
7.53,40.61,Aw
-7.29,32.29,Aw
6.33,-0.05,Am
-24.49,24.05,BSh
-12.1,13.66,BWh
-16.54,29.38,Cwa
15.67,-8.64,BWh
12.14,9.11,BSh
24.46,6.7,BWh
0.4,16.62,As
-30.02,26.38,BSk
3.38,30.37,Aw
5.24,28.21,Aw
10.97,30.18,BSh
35.34,-116.47,BWh
27.99,20.38,BWh
12.72,20.76,BSh
18.94,18.8,BWh
-4.34,25.04,Aw
19.41,11.63,BWh
14.85,-10.97,BSh
9.72,25.35,Aw
1.48,21.15,Af
4.7,33.13,Aw
53.45,-94.28,Dfc
-0.27,41.76,BSh
